canonical_field,source_endpoints,example_raw_field,category,likely_use,priority,first_seen,last_seen
market_hours.future.QO.product,market_hours,future.QO.product,unknown,unknown,medium,,
market_hours.future.QO.productName,market_hours,future.QO.productName,unknown,unknown,medium,,
market_hours.future.QO.sessionHours,market_hours,future.QO.sessionHours,unknown,unknown,medium,,
market_hours.future.QO.sessionHours.noTrading,market_hours,future.QO.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.QO.sessionHours.noTrading.*,market_hours,future.QO.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.QO.sessionHours.noTrading.*.end,market_hours,future.QO.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.QO.sessionHours.noTrading.*.start,market_hours,future.QO.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.QO.sessionHours.regularMarket,market_hours,future.QO.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.QO.sessionHours.regularMarket.*,market_hours,future.QO.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.QO.sessionHours.regularMarket.*.end,market_hours,future.QO.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.QO.sessionHours.regularMarket.*.start,market_hours,future.QO.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.RB,market_hours,future.RB,unknown,unknown,medium,,
market_hours.future.RB.category,market_hours,future.RB.category,unknown,unknown,medium,,
market_hours.future.RB.date,market_hours,future.RB.date,unknown,unknown,medium,,
market_hours.future.RB.exchange,market_hours,future.RB.exchange,unknown,unknown,low,,
market_hours.future.RB.isOpen,market_hours,future.RB.isOpen,market_hours,unknown,medium,,
market_hours.future.RB.marketType,market_hours,future.RB.marketType,unknown,unknown,medium,,
market_hours.future.RB.product,market_hours,future.RB.product,unknown,unknown,medium,,
market_hours.future.RB.productName,market_hours,future.RB.productName,unknown,unknown,medium,,
market_hours.future.RB.sessionHours,market_hours,future.RB.sessionHours,unknown,unknown,medium,,
market_hours.future.RB.sessionHours.noTrading,market_hours,future.RB.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.RB.sessionHours.noTrading.*,market_hours,future.RB.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.RB.sessionHours.noTrading.*.end,market_hours,future.RB.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.RB.sessionHours.noTrading.*.start,market_hours,future.RB.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.RB.sessionHours.regularMarket,market_hours,future.RB.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.RB.sessionHours.regularMarket.*,market_hours,future.RB.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.RB.sessionHours.regularMarket.*.end,market_hours,future.RB.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.RB.sessionHours.regularMarket.*.start,market_hours,future.RB.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.RME,market_hours,future.RME,unknown,unknown,medium,,
market_hours.future.RME.category,market_hours,future.RME.category,unknown,unknown,medium,,
market_hours.future.RME.date,market_hours,future.RME.date,unknown,unknown,medium,,
market_hours.future.RME.exchange,market_hours,future.RME.exchange,unknown,unknown,low,,
market_hours.future.RME.isOpen,market_hours,future.RME.isOpen,market_hours,unknown,medium,,
market_hours.future.RME.marketType,market_hours,future.RME.marketType,unknown,unknown,medium,,
market_hours.future.RME.product,market_hours,future.RME.product,unknown,unknown,medium,,
market_hours.future.RME.productName,market_hours,future.RME.productName,unknown,unknown,medium,,
market_hours.future.RME.sessionHours,market_hours,future.RME.sessionHours,unknown,unknown,medium,,
market_hours.future.RME.sessionHours.noTrading,market_hours,future.RME.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.RME.sessionHours.noTrading.*,market_hours,future.RME.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.RME.sessionHours.noTrading.*.end,market_hours,future.RME.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.RME.sessionHours.noTrading.*.start,market_hours,future.RME.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.RME.sessionHours.regularMarket,market_hours,future.RME.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.RME.sessionHours.regularMarket.*,market_hours,future.RME.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.RME.sessionHours.regularMarket.*.end,market_hours,future.RME.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.RME.sessionHours.regularMarket.*.start,market_hours,future.RME.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.RTY,market_hours,future.RTY,unknown,unknown,medium,,
market_hours.future.RTY.category,market_hours,future.RTY.category,unknown,unknown,medium,,
market_hours.future.RTY.date,market_hours,future.RTY.date,unknown,unknown,medium,,
market_hours.future.RTY.exchange,market_hours,future.RTY.exchange,unknown,unknown,low,,
market_hours.future.RTY.isOpen,market_hours,future.RTY.isOpen,market_hours,unknown,medium,,
market_hours.future.RTY.marketType,market_hours,future.RTY.marketType,unknown,unknown,medium,,
market_hours.future.RTY.product,market_hours,future.RTY.product,unknown,unknown,medium,,
market_hours.future.RTY.productName,market_hours,future.RTY.productName,unknown,unknown,medium,,
market_hours.future.RTY.sessionHours,market_hours,future.RTY.sessionHours,unknown,unknown,medium,,
market_hours.future.RTY.sessionHours.noTrading,market_hours,future.RTY.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.RTY.sessionHours.noTrading.*,market_hours,future.RTY.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.RTY.sessionHours.noTrading.*.end,market_hours,future.RTY.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.RTY.sessionHours.noTrading.*.start,market_hours,future.RTY.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.RTY.sessionHours.regularMarket,market_hours,future.RTY.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.RTY.sessionHours.regularMarket.*,market_hours,future.RTY.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.RTY.sessionHours.regularMarket.*.end,market_hours,future.RTY.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.RTY.sessionHours.regularMarket.*.start,market_hours,future.RTY.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.SEK,market_hours,future.SEK,unknown,unknown,medium,,
market_hours.future.SEK.category,market_hours,future.SEK.category,unknown,unknown,medium,,
market_hours.future.SEK.date,market_hours,future.SEK.date,unknown,unknown,medium,,
market_hours.future.SEK.exchange,market_hours,future.SEK.exchange,unknown,unknown,low,,
market_hours.future.SEK.isOpen,market_hours,future.SEK.isOpen,market_hours,unknown,medium,,
market_hours.future.SEK.marketType,market_hours,future.SEK.marketType,unknown,unknown,medium,,
market_hours.future.SEK.product,market_hours,future.SEK.product,unknown,unknown,medium,,
market_hours.future.SEK.productName,market_hours,future.SEK.productName,unknown,unknown,medium,,
market_hours.future.SEK.sessionHours,market_hours,future.SEK.sessionHours,unknown,unknown,medium,,
market_hours.future.SEK.sessionHours.noTrading,market_hours,future.SEK.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.SEK.sessionHours.noTrading.*,market_hours,future.SEK.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.SEK.sessionHours.noTrading.*.end,market_hours,future.SEK.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.SEK.sessionHours.noTrading.*.start,market_hours,future.SEK.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.SEK.sessionHours.regularMarket,market_hours,future.SEK.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.SEK.sessionHours.regularMarket.*,market_hours,future.SEK.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.SEK.sessionHours.regularMarket.*.end,market_hours,future.SEK.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.SEK.sessionHours.regularMarket.*.start,market_hours,future.SEK.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.SI,market_hours,future.SI,unknown,unknown,medium,,
market_hours.future.SI.category,market_hours,future.SI.category,unknown,unknown,medium,,
market_hours.future.SI.date,market_hours,future.SI.date,unknown,unknown,medium,,
market_hours.future.SI.exchange,market_hours,future.SI.exchange,unknown,unknown,low,,
market_hours.future.SI.isOpen,market_hours,future.SI.isOpen,market_hours,unknown,medium,,
market_hours.future.SI.marketType,market_hours,future.SI.marketType,unknown,unknown,medium,,
market_hours.future.SI.product,market_hours,future.SI.product,unknown,unknown,medium,,
market_hours.future.SI.productName,market_hours,future.SI.productName,unknown,unknown,medium,,
market_hours.future.SI.sessionHours,market_hours,future.SI.sessionHours,unknown,unknown,medium,,
market_hours.future.SI.sessionHours.noTrading,market_hours,future.SI.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.SI.sessionHours.noTrading.*,market_hours,future.SI.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.SI.sessionHours.noTrading.*.end,market_hours,future.SI.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.SI.sessionHours.noTrading.*.start,market_hours,future.SI.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.SI.sessionHours.regularMarket,market_hours,future.SI.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.SI.sessionHours.regularMarket.*,market_hours,future.SI.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.SI.sessionHours.regularMarket.*.end,market_hours,future.SI.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.SI.sessionHours.regularMarket.*.start,market_hours,future.SI.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.SIC,market_hours,future.SIC,unknown,unknown,medium,,
market_hours.future.SIC.category,market_hours,future.SIC.category,unknown,unknown,medium,,
market_hours.future.SIC.date,market_hours,future.SIC.date,unknown,unknown,medium,,
market_hours.future.SIC.exchange,market_hours,future.SIC.exchange,unknown,unknown,low,,
market_hours.future.SIC.isOpen,market_hours,future.SIC.isOpen,market_hours,unknown,medium,,
market_hours.future.SIC.marketType,market_hours,future.SIC.marketType,unknown,unknown,medium,,
market_hours.future.SIC.product,market_hours,future.SIC.product,unknown,unknown,medium,,
market_hours.future.SIC.productName,market_hours,future.SIC.productName,unknown,unknown,medium,,
market_hours.future.SIC.sessionHours,market_hours,future.SIC.sessionHours,unknown,unknown,medium,,
market_hours.future.SIC.sessionHours.noTrading,market_hours,future.SIC.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.SIC.sessionHours.noTrading.*,market_hours,future.SIC.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.SIC.sessionHours.noTrading.*.end,market_hours,future.SIC.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.SIC.sessionHours.noTrading.*.start,market_hours,future.SIC.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.SIC.sessionHours.regularMarket,market_hours,future.SIC.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.SIC.sessionHours.regularMarket.*,market_hours,future.SIC.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.SIC.sessionHours.regularMarket.*.end,market_hours,future.SIC.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.SIC.sessionHours.regularMarket.*.start,market_hours,future.SIC.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.SIL,market_hours,future.SIL,unknown,unknown,medium,,
market_hours.future.SIL.category,market_hours,future.SIL.category,unknown,unknown,medium,,
market_hours.future.SIL.date,market_hours,future.SIL.date,unknown,unknown,medium,,
market_hours.future.SIL.exchange,market_hours,future.SIL.exchange,unknown,unknown,low,,
market_hours.future.SIL.isOpen,market_hours,future.SIL.isOpen,market_hours,unknown,medium,,
market_hours.future.SIL.marketType,market_hours,future.SIL.marketType,unknown,unknown,medium,,
market_hours.future.SIL.product,market_hours,future.SIL.product,unknown,unknown,medium,,
market_hours.future.SIL.productName,market_hours,future.SIL.productName,unknown,unknown,medium,,
market_hours.future.SIL.sessionHours,market_hours,future.SIL.sessionHours,unknown,unknown,medium,,
market_hours.future.SIL.sessionHours.noTrading,market_hours,future.SIL.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.SIL.sessionHours.noTrading.*,market_hours,future.SIL.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.SIL.sessionHours.noTrading.*.end,market_hours,future.SIL.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.SIL.sessionHours.noTrading.*.start,market_hours,future.SIL.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.SIL.sessionHours.regularMarket,market_hours,future.SIL.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.SIL.sessionHours.regularMarket.*,market_hours,future.SIL.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.SIL.sessionHours.regularMarket.*.end,market_hours,future.SIL.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.SIL.sessionHours.regularMarket.*.start,market_hours,future.SIL.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.SMC,market_hours,future.SMC,unknown,unknown,medium,,
market_hours.future.SMC.category,market_hours,future.SMC.category,unknown,unknown,medium,,
market_hours.future.SMC.date,market_hours,future.SMC.date,unknown,unknown,medium,,
market_hours.future.SMC.exchange,market_hours,future.SMC.exchange,unknown,unknown,low,,
market_hours.future.SMC.isOpen,market_hours,future.SMC.isOpen,market_hours,unknown,medium,,
market_hours.future.SMC.marketType,market_hours,future.SMC.marketType,unknown,unknown,medium,,
market_hours.future.SMC.product,market_hours,future.SMC.product,unknown,unknown,medium,,
market_hours.future.SMC.productName,market_hours,future.SMC.productName,unknown,unknown,medium,,
market_hours.future.SMC.sessionHours,market_hours,future.SMC.sessionHours,unknown,unknown,medium,,
market_hours.future.SMC.sessionHours.noTrading,market_hours,future.SMC.sessionHours.noTrading,unknown,unknown,medium,,
